userName,content,score,Year,Month,Day
Muh Lutfi,Aplikasi cs sangat luarbiasa membantu terimakasih banyak,5,2024,8,7
charming ae,"Edit nama halaman jadi lebih ribet. Tadinya yang bisa sambil lihat form halaman, sekarang tidak bisa, jadi mesti buka tutup. Tolong kembalikan menu nama halaman ke depan seperti sebelumnya. Jujur jadi sangat ribet kalo mesti buka tutup buat mastiin nama nomor dokumen yang banyak 😫😫😫",1,2024,8,6
fatih ivaa,sebenernya bagus banget aplikasi ya tapi sekarang di suruh premium semua.,3,2024,8,6
agus wahyudi,"Awalnya suka pake aplikasi ini, sangat membantu buat film pdf tapi belakangan krn kebanyakan iklan dan lama durasinya jadi gak selera lg pake. Tlg dipertimbangkan lg iklan yg muncul. MENGGANGGU...",2,2024,8,6
Alvian Turmudzi,Sangat membantu dan fleksibel,5,2024,8,6
Jessica Octary Fortuna,Sangat mudah digunakan dan praktis 👍,5,2024,8,5
Muhammad Arif,"Perfect, simpen,membantu sangat",5,2024,8,5
Syahru 28,"Aplikasi yang sangat membantu, 100 bintang untuk aplikasi ini karna cara pemakaian nya sangat mudah dan hasil scan yang memuaskan kualitas HD. I love it",5,2024,8,5
Adita Nursyarifa Asgar,"Masyaallah aplikasinya sangat membantu 🫶, semoga yang membuat aplikasi ini diberikan keberkahan terus-menerus.",5,2024,8,5
Andy Klau,Sangat membantu. Dan mohon banyakin fiturnya lagi. Karena kalo VIP susah juga,5,2024,8,4
jagat satriya,"Aplikasinya luarbiasa, proses scanning yang sangat cepat dan tepat. Sangat di rekomendasikan untuk orang-orang yang kerja .",5,2024,8,4
Eko Dony Abrianto,Tolong pihak pembuat aplikasi ini Bisa mengembalikan dana saya yang terpotong secara otomatis 🙏,4,2024,8,4
Romi Dasilva,"Kebanyakan iklan, bikin ribet!",1,2024,8,2
hery siswanto,tambah tidak baik ini aplikasi...tolong diubah seperti versi yang lama saja...nanti saya beri bintang 5 kembali...,1,2024,8,2
Enjoy Selalu,Sangat membantu pekerjaan,5,2024,8,1
promagh'e offciall,Kebanyakan Iklan,1,2024,8,1
teguh santoso,Mantap. Sangat membantu pekerjaan,5,2024,8,1
Ammar Dzaky,Mantap cuy iklan hapir ga ada.,5,2024,8,1
Syahril siti aminah alim dan zahwa,"Sangat membantu,, mudah di gunakan",5,2024,8,1
Black Onyx,CamScanner selalu menutupi aplikasi lain jika membuka file & selalu tertahan dengan iklan yg biasanya 3 lapis .. Lama !!,4,2024,8,1
Nurhasanah,"Aplikasi yg sgt bagus nih utk membuat foto dari berkas yg diperlukan utk dipergunakan dlm berbagai hal penting, krna hasil foto scan nya yg sgt memuaskan, lebih jelas dan jernih fotonya. Pokonya puas bgt dgn aplikasi ini deh 👍👍",5,2024,7,31
Yelnova Ismira,"Suara shutter kameranya tdk bisa disetting? Padahal kamera hp udh silent. Terimakasih udah merespon tanggapan saya, sekarang saya sudah tau letak mematikan suara shutternya",5,2024,7,31
RajaAbangGanteng,"Bagus, berguna sekali untuk ke alfa dan Indomaret 😹😹😹",5,2024,7,31
Junarti Junarti,"3 kali buka aplikasi dalam waktu dekat, muncul lah puluhan iklan yang menguji kesabaran",2,2024,7,31
Restu Pku26,"Sekarang APKnya sudah berbayar,padahal beberapa waktu kebelakang bisa dipakai secara gratis.",3,2024,7,30
Aditya Prasetyo,Aplikasinya bagus sekali dan sangat bermanfaat,5,2024,7,30
Raja Dhian Syailendra,"Sangat bagus, banyak fiturnya, bermanfaat",5,2024,7,29
Abi Indonesia,"APL super keren, sangat membantu dan bermanfaat bangettt 👍",5,2024,7,28
Najwa Nabilla,"Aplikasikannya sangat membantu sekali, dan juga sangat mudah digunakannya👍",5,2024,7,28
Dofi Iskanto,"Mantap, cepat praktis, gampang",5,2024,7,27
adeltje nasatekai,Bagus buat kita yg TDK punya scener dan juga gambarnya jelas dan tdk pecah,4,2024,7,26
Fatimah Azzahro,Sangat terbantu dan sangat mudah digunakan. Terimakasih 👍👍,5,2024,7,26
Emal Maleha,Akhirnya bisa menemukan aplikasi ini buat scan dokumen,5,2024,7,26
Nur Imam,"Alhamdulillah Apk ini sangat membantu saya dalam pekerjaan, semoga semakin baik lagi",5,2024,7,26
Dyandra Girindawardhana,Membantu mempermudah proses scanning file,5,2024,7,25
Sarah Novita,"Bagus banget, aplikasi yang memudahkan dalam penyusunan dan kompres file, dan gratis",5,2024,7,25
Sapta Sutadi,Bagus Tulisan jd terlihat jelas smoga kedpannya ada peningkatan lg,5,2024,7,24
Mohamad Wildan,"Semoga orang yg buat apk ini sukses selalu dilimpahkan rezekinya semoga apknya makin bagus dan tetap gratis , jujur sudah bertahun2 saya terbantu sama apk ini dari awal ngelamar kerja sampai nikah semua pakai apk ini terimakasih",5,2024,7,24
Fauzan Septiadi,Fitur detailnya dong di gratisin 😭😭😭,5,2024,7,24
Ridho Mahendra,Membantu aplikasi yg berguna tanpa ada embel² iklan,5,2024,7,24
vie sonata,"Mudah di mengerti, pemindaian bagus",5,2024,7,23
yohan fell,Sangat membantu tugas d lapangan,5,2024,7,23
Bayu Firdaus,Iklan nya terlalu panjang memakan waktu,1,2024,7,23
KanSsas,"Terimakasih t'lah menemaniku bertahun-tahun dari dulu yang nggak punya printer dan sekarang sudah punya sendiri. Dengan sengaja menghilangkan dirimu dari pandangan layar kaca hp ini bukan bermaksudt diri ini ""nggak suka"" akan tetapi hp ini sudah begitu berat nan hebatnya menahan bawaan, jadi dirimu bersama dengan yang lain harus berhenti dulu kisahnya sampai disini. Do'kan saja, semoga suatu saat bisa beli hp yang layak pakai lagi, agar kamu bersama teman-teman yang lain dapat mengukir KisahLagi",5,2024,7,22
Ade Rahma,"Baguss sangat membantu , recommended buat anak sekolahan",5,2024,7,22
KHABIB BPK WILAYAH X,Sangat membantu sekali semoga kedepannya selalu ditingkatkan,5,2024,7,22
Jontranofa Jon,Sangat membantu dalam pekerjaan..aplikasi ok,5,2024,7,22
Eko Setiyawan,"Aplikasi bagus, sangat membantu pekerjaan menjadi lebih mudah",5,2024,7,22
Magfira Suhardiman,"Keren, jadi lebih rapi dan cantik, syuka banget....👍👍👍👍",5,2024,7,20
Laila Vivo,"Terimakasih camsanner, aplikasi yang sangat bagus dan memudahkan saya untuk membuat file",5,2024,7,19
Marc Ririhena,"Aplikasinya Sangat bermanfaat dalam pengambilan gambar dgn hasil scan yg sangat bersih, pokoknya terpbaik",5,2024,7,19
Ananda Yupiardana,Setelah update kok jadi ribet penggunannya,3,2024,7,19
Huda M. Zain,"Simple, tersedia fitur berbagi file dg format jpeg",5,2024,7,19
Imam R,"semakin kesini semakin kebanyakan iklan pop up buat langsung pindah ke aplikasi lain, mempersulit pengguna. Kalau iklan biasa yang ngga langsung pindah aplikasi lain okelah, tapi ini udah ga nyaman banget",3,2024,7,18
RRA Adek Go,"Aplikasi scanner, termudah, tersimpel dan terbaik",5,2024,7,17
acep casmana,"Membantu banget, penggunaan simpel dan mudah..terimakasih buat yang bikin",5,2024,7,15
Zaenal Abidin,"Iklannya banyak, tolong perbaiki, akan Saya ganti bintang 5",1,2024,7,14
Nunu Nurul Arofah,Kok saya kalau mau ngirim data selalu keluarnya penawaran premium Kenapa ya,1,2024,7,13
Hendika,"Aplikasi kampungan, alias kebanyakan iklan.🤕🤕",1,2024,7,13
Nur Amin,"Kebanyakan iklan,sangat mengangu aplikasi",1,2024,7,13
Wuri Natasya25,Good jadi lebih hemat waktu dan biaya . Kapan pun bisa melalui ini. Sangat terbantu..terimakasih,5,2024,7,12
WARSINO,Sangat mudah dalam penggunaan dan sangat bermanfaat sekali untuk dokumentasi yang sesuai dgn aslinya,5,2024,7,12
Nur Faizin,"Setiap mencet apapun iklan, memakan banyak waktu sekali, iklan nya lama lama ngga bisa di skip, terlalu parah iklannya 👎👎👎",1,2024,7,12
jufri anto04,Sangat membantu sekali termasuk bisa mengedit teks yang kita ubah isinya,5,2024,7,10
Edi Saputra,"Aplikasi paling bagus dan praktis didunia. Mohon tambah fitur edit rubah jenis teks, warna teks dan black teks, pasti lebih keren",5,2024,7,10
Mustopa,Kenapa y selalu muncul iklan lazada.... aku kasih 3 bintang dulu aja... nanti sudah gak ada iklan tek kasih bintang 5,3,2024,7,9
Rezki Maulana Aji,"Setelah update aplikasi jadi lemot, tidak sesimpel sebelumnya. Ada suara ketika memotret yg sangat mengganggu, dan kacaunya tidak ada dipengaturan untuk menghilangkan efek suaranya. Sudah bisa kembali normal setelah saya reinstall aplikasinya.",4,2024,7,9
Dede Sulaeman,Banyak iklannya. Semakin jelek saja. Enakan dulu.,1,2024,7,8
Iwa Iip,Sangat bagus sekali.. apk ini sangat bagus.. Membantu saya untuk mengerjakan tugas. Bagi teman teman yg mau buat dokumen di jadikan pdf wajib donload aplikasi ini . Dijamin memuaskan... terimakasih CamScanner...,5,2024,7,8
Suandi Al Muda,Sudah beberapa tahun menggunakan apk ini dan hasilnya cukup sangat baik,5,2024,7,7
Azroor rohim,"Stamp terlalu besar fontnya, iklan mengganggu",2,2024,7,7
Richardo,Waduh kenapa pitur kunci malah hilang ????? Harus up premium baru bisa !!! 🙆‍♂️,1,2024,7,6
Mutiara Shellomita,Mempermudah scan dock dimana saja... Berguna sekali untuk saya👍,5,2024,7,5
Juju Juhaeti,keren gk ribet dan gk banyak iklan,5,2024,7,5
anir Fadl,"Aplikasi top untuk scan , sangat rekomended untuk di pakai",5,2024,7,5
Moh junaidi Masyhuri,"Aplikasi sangat bagus dan membantu sekali, cuman ketika buka aplikasi langsung ke iklan terlalu sering, lebih di tingkatkan lagi ya, terima kasih atas kerja samanya.",5,2024,7,4
Maudy Putri,"Ngga bisa di pakai,harus berbayar. Dulu download aman barusan habis bayar dulu baru bisa pake",1,2024,7,3
Linda,"kenapa sekarang dipunyaku ga bisa buat gabungin file, foto jadi satu pdf ya? padahal tadinya bisa, semenjak diperbarui jadi ga bisa selalu ada tulisan unduhan gagal",1,2024,7,2
Eko Supriyogo,"Cukup membantu sekali, semoga makin ditambah future nya",5,2024,7,2
Andriansyah,Aplikasinya luar biasa hebat dan user friendly. Semoga semakin bagus dan tentunya dapat free,5,2024,7,2
AM Baihaqi,"Awal download loadingnya lama banget bikin jengkel tapi Hasilnya bagus,bersih, rapih good lah berguna banget",4,2024,7,1
Rizquna Grosir,Bagi yang tidak punya mesin scanner Gunakan aplikasi Camscanner dan rasakan sensasinya,5,2024,6,30
Alam Arief,Bagus..tapi iklannya lebih banyak..mana iklan harus nungguin lewat,3,2024,6,28
Alif abid zaky rumain Zhainulmaulana,"Sangat baik, dan saya suka Cs ini. Aplikasi ini sangat bermanfaat untuk digunakan dalam hal apapun saya sangat menyukainya.",5,2024,6,27
Andi Bastian,"Aplikasi yang sangat membantu pekerjaan di kantor,sangat baik dan edukatif sekali 🙏👍",5,2024,6,27
sugimin -,"Kalau mau memperdalam , penyekenan, bisa ternyata dan gampang.. terima kasih semoga bermanfaat",5,2024,6,26
Ker He,"Aku kasih Bintang 🌟🌟🌟🌟🌟 Dulu sebelum menganal Camsanner, berkirim Fhoto sebagus apapun kameranya tetap Buram,dan ada Bugnya, Setelah Adanya aplikasi camscanner, berkirim Fhoto lebih mudah Jernih dan bersih dan hampir sama dengan yang Aslinya Thans",5,2024,6,22
Teguh Widodo,"Aplikasi ini sangat membantu sekali, sayangnya iklan yg sangat banyak, dan teramat sering, jadi sangat terganggu saat pemakaian apk ini",1,2024,6,22
muhammad jafar,Bagus cepat simple sederhana efisien efektif mantap,5,2024,6,22
Krisna Smith,"Sukaaaaaa,,,membantu banget buat aku yang gaptek ini,,,semua dipermudah,,,makasiiiihhh",5,2024,6,22
Franspudesi,"Aplikasi aneh, saya sudah pakai ini dari tahun 2021. Tapi akhir akhir ini kok setiap foto malah tiba2 fotonya bengkok atau miring gitu? Jadi saya harus ulang foto lagi loh! Buat tambah kerjaan aja ini aplikasi. Saya tidak mau pakai aplikasi ini lagi! Makin rusak aja pun ga ada bagusnya iklan pun udh kayak setan datang Mulu!",1,2024,6,22
Joy Joshua,Keren dan clear. Rapi hasil scannya. Pokoknya puas banget pakenya.,5,2024,6,21
Ershad,Terlalu banyak iklan dan setiap saat/setiap detikk muncul iklannn Tolong HENTIKANNN iklan Sangat menggangguuu,1,2024,6,20
arif muttaqin,"dokumen tajam bisa di share gratis, bisa membedakan teks dan gambar berwarna",5,2024,6,20
TRI ATMOJO,"ERROR lagi, buat edit klo gambarnya di puterin kok bisa hasilnya kepotong, parahhh padahal saya berlangganan",1,2024,6,19
Alvin AL Khalifi,Sangat membantu dalam proses pembuatan dokumen yg membutuhkan data scanner aplikasi ini sangat bagus 👍,5,2024,6,19
mamah all,"Kenapa tampilannya berbeda ya.. untuk menambahkan Teks sekarang tambah susah.. bulan lalu masih bisa diatur,geser kiri kanan enak.. ada tanpa tengah untuk ngepasin posisi tulisan.. ini susah banget.. gak ada tandanya.. teksnya lari2 terus... kenapa harus diubah sih.. kan jadi tambah repot",2,2024,6,18
Batra 2019,Sangat membantu dalam pekerjaan tapi cukup mahal untuk berlangganan,4,2024,6,18
Latifah Haryadi,"Iklannya kebanyakan..mau buka nunggu iklan dulu, baru bbrp lembar iklan lagi, banyak menghabiskan waktu hanya utk iklan",2,2024,6,17
Suheri Rasman,"Saya baru selesai download dan belum tau kinerjanya, makadari itu saya kasih bintang 🌟🌟🌟 dulu.",3,2024,6,17
Suwarno Warno,apk bagus saya suka untuk scan ktp .foto .file2.gambar dll. pokoknya gak rugi coba aja deh,5,2024,6,16
Chelsea meuthia,"dari dulu pakai ini dan emang bagus, makin kesini makin banyak iklan dan tiba tiba keluar dari aplikasi ini ke aplikasi iklan. bener bener mengganggu banget iklannya sekarang",2,2024,6,15
meiliana anggreny,Sudah beberapa hari aplikasi tidak berfungsi seperti biasanya…!,3,2024,6,15
Fariza Lee ini,"lebih bagus di versi sebelumnya (untuk potong otomatisnya,tidak usah di tampilkan garis potong warna hijau)",1,2024,6,14
Sky Blue,"Mkin d upgrade malh mkin brat, soalnya kbanyakan iklan. Dn yg pling ngak bisa Aq trima ktika kbnyakan iklan hingga brkahir pindah sndri k aplikasi lain. Dn stiap kli pmaikaian aplikasinya hrus lgsung d bersihkan smua dta²ny bru bsa d pkai lg",1,2024,6,14
Raden Putrinirmalae,"Makin gak jelas ini aplks.. Iklan tiba tiba mit amitttt .. kalau gak bisa bikin aplikasi gak usah bikin cuy ,baru buka aaplks nya langsung iklan.mau foto file tiba ² ikaln dan jeda nya 2 detik an.",1,2024,6,13
Sulistiani Putri,"Camscanner udah ga jelas ga kayak dulu, skrng iklannya bejibun bgt!!!",1,2024,6,13
Diki Setyawan,"Iklannya bener bener ganggu. Baru mau masuk aplikasi udh auto masuk ke sh*pee/t*kped gk jelas banget. Dulu gk kaya gini, semenjak update malah makin parah",1,2024,6,13
Junaidin,"Seluruh aplikasi Scanner sudah pernah saya coba, tapi hanya aplikasi Scanner ini yg paling bagus. Saya seorang guru sangat membantu. Terima kasih untuk yg membuat aplikasi Scanner ini, sukses selalu.",5,2024,6,13
alief spy,"Sudah bagus lebih bagus lagi kalau iklannya lu kurangin.masa tiap beberapa menit iklan. Kalau cuma buat scan dikit gak ngaruh, Tapi kalau buat scan banyak ngaruh banget sat!!!!",3,2024,6,12
Arya Eka,Keren mempermudah scan dokumen tanpa ribet.,5,2024,6,12
IPAN Ali,"Bagus,. Sangat membantu pekerjaan tapi iklan nya sangat mengganggu, terlalu banyak Mohon di tidak lanjuti untuk iklan nya🤝👍",5,2024,6,11
Manaris,Iklannya pop up semua. Ga diklik apa2 lansung tampil,1,2024,6,11
Moh. Abdul Tison Daud,"Proses scanning lama, tidak seperti sebelumnya. Pada saat masuk ke aplikasi, langsung terpindah ke situs website lain",2,2024,6,11
Muhammad Nurjayadin,"Ga mencet apa2, tiba2 pindah ke web iklan, apasih? biar apa? orang lagi mau kerja ini aplikasi memudahkan pekerjaan, malah wasting time gara2 iklan ga berguna, klu mau produk kamu laku gausah dipaksain muncul di iklan yang tiba2, semua ada rejekinya, jangan maksa iklan.. lama2 aku cari aplikasi lain yg ga banyak iklan kalau begini, knapa camscanner? mau cuan dengan maksa iklan ya? knaap dengan kau wahai aplikasi??",2,2024,6,11
trik.codetzz 630,Makin kesini iklannya makin ganggu. Untung sudah dapet apk laen yg bagus jg. Jadi uninstal dulu apk yg ini.,2,2024,6,11
Inayah Wulandari,"Terlalu banyak iklan! Mau keluar app nya aja ada iklan lagi yg bahkan gabisa di skip, sangat mempersulit pengguna",1,2024,6,11
Cinta Farrihusna,"Terkenal doang, iklannya banyak. Huuu",1,2024,6,10
OhMyBryzz,"Wah ini aplikasi gila keren parah sih, worth it banget, gambar jadi bagus dan ukurannya juga kecil, mirip banget lagi kayak di pdf, mantap lah aplikasi ini👍🏻",5,2024,6,10
Dwi Astuti,"Terlalu banyak iklan, habis di skip, ada iklan lagi.",1,2024,6,10
Baly Reload,Pengalaman pertama saya cukup memuaskan gambar jelas dan rapih sangat membantu dalam mengolah dokumen untuk di upload,5,2024,6,10
Alfikry Septiawan,"Apk nya bagus, sangat membantu, cuma kok iklannya makin kesini makin parah ya, ngga di klik apa² langsung masuk ke apk/web iklannya.. padahal blm sempet pencet close atau yg lain² di layar",4,2024,6,8
retno puspita,"Setiap mau buka, selalu masuk ke iklan. Tolong jgn terlalu banyak iklannya.",3,2024,6,7
ewang hamid besan,"Aplikasi CamScanner mantap👍 sangat bagus👍 teman2 saya rekomendasikan buat PDF paling cocok, tambah tanda tangan juga bisa, silahkan mencoba, tidak ada duanya *100 % top 👍🙏",5,2024,6,6
Dianalovers Lovers,"apk nya bgus, cuman harus di tingkatkan lagi",5,2024,6,6
Mohroji Xputu,Sudah bagus kadang iklan muncul sedikit mengganggu proses Scan,5,2024,6,5
Wahyu Sentanu,Maaf tutun bintang jdi bintang 1 Iklannya sangattt sangattt menggangguu karna buka otomatis ke aplikasi yg di iklankan Bikin tambah lama buat scan bikin emosi krrna keluar dan buka aplikasi iklan nya scara otomatis.,1,2024,6,5
Azat Suriyanjaya,"Keren... Tidak ribet.. Aplikasi mudah di gunakan,, Kerjaan jadi beresss..",5,2024,6,4
Nur Amaliah Suharto,"Terlalu banyak iklan, udah keluar dari aplikasi pun trus kedatangan iklan",1,2024,6,4
Dhani Wardhani,Sangat membantu untuk hasil gambar dan scan yg sangat jelas,5,2024,6,4
suka suka,"Pokoknya menurut q, aplikasi yg top markotop. Walaupun kita ambil foto jarak jauh, tetap jelas",5,2024,6,2
Akira Stallone,"Parah.. nyuri uang dengan dalih free trial.. terus lama kemudian dana saya tiba"" ke potong gara"" aplikasi ini",1,2024,6,2
Fiecless,"apk aneh, file ( pdf) nya ga ke simpan ke file android",1,2024,6,1
M. Khoiruddin Murtadlo,Iklannya terlalu banyak. Pengguna sangat tidak nyaman menggunakan aplikasi ini. Permudahkan kebutuhan orang insya Allah besok akan di mudahkan,1,2024,6,1
Faiya mutia maharani,"bagus banget, wajar sangat wajar apk bagus ada iklan tuh. lebih bagusnya iklannya juga bisa di skip ga lama ko guys, ini apk ga ngebebanin dengan harus banget premium jd klo ada iklan ya wajar banget. FITUR NYA MANTEP BANGET GOKIL",5,2024,5,30
Rikhardo Saragih,Kurang2i iklanmu ktll.buang2 waktu aja.udah orang pengen cepat2 ngescan malah iklan slot yg berkeliaran njingg,1,2024,5,30
Rizwan Fahreza,"cam scanner ini sangat cocok untuk anda yang ingin mengirim file,menjadikan foto atau video sebagai pdf dan sebagainya,ini sangat mengesankan, saya harap kedepannya aplikasi di update dengan fitur fitur baru, terimakasih,kntl",5,2024,5,30
agus luqman,"Iklan dikit mah gapapa, ini dikit dikit iklan. Padahal lagi urgent urgentnya",1,2024,5,30
M Faiz Faizhal Ak,"Rekomend.., sangat bermanfaat dan simpel digunakannya, tanpa ada iklan... 👍",5,2024,5,30
Tesha Aprillia Munggaran,Update sendiri dan jadi banyak iklan ya.,3,2024,5,30
Nayli Marlina,"Sudah coba beberapa aplikasi lain, tetap balik lagi ke CS, mungkin karena sudah terbiasa 👍",5,2024,5,29
7_094_Angeline Monica Simaremare,"Terlalu banyak iklan, jdi sangat banyak membuang waktu",1,2024,5,29
Dwi Lintang Pujiningrum,"Iklannya annoying banget, bener2 tiap mau scan halaman baru selalu ada iklan, harus nunggu 5 detik 2x baru bisa di skip, buang2 waktu. dan iklannya itu aplikasi yg udah saya pakai, jd buat apa saya nontonin iklan itu? Tolong bgt dikurangi.",1,2024,5,29
ainul fuadi asmar,"Iklan sangat mengganggu, lama, dan sangat banyak. Tolong diberikan solusinya",1,2024,5,29
Visco Meidy,"Camscanner punyaku cuma sekali gratis setlah itu hrs berlangganan, minta solusinya. Kalaupun aplikasi di hapus tetap saja berulang lg",1,2024,5,28
Rima Nurmalitaa,Oke 👍 Tapi lebih baik lagi jangan kebanyakan iklan dikit² iklan ribet,5,2024,5,27
Nisa Burda,iya bagusmembantu ngescan.Tapi saya sangat bete kenapa aplikasi utk scan ada iklan shopee nya kalau dalam keadaan hp data selulernye hidup. Itu sangat menyebalkan jadi memperlambat pekerjaan saya,3,2024,5,27
Willi Siahaan,"Aplikasi nya sekarang gak asik,kebanyakan iklan jadi males bukanya Skip lah camscanner sekarang",1,2024,5,24
